List,reference,Source,plant,Cultivar,compound,subC,family,Class,concentration,SD,unit,plant_part,plant_material,method,Season,location,year,DM,percDM,n,Treatment,T.conc
990,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Ferulic_acid,Ferulic_acid,Phenolic_acid,Phenolic_acid,0.02,0,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
991,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,5_O_Caffeolyquinic_acid,Caffeoylquinic_acid,Phenolic_acid,Phenolic_acid,1.47,0.001,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
992,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Caffeic_acid,Caffeic_acid,Phenolic_acid,Phenolic_acid,0.01,0.001,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
993,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,3_4_di_Caffeoylquinic_acid,Caffeoylquinic_acid,Phenolic_acid,Phenolic_acid,4.69,0.01,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
994,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Caftaric_acid,Caftaric_acid,Phenolic_acid,Phenolic_acid,0.04,0,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
995,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,3O_Coumaroylquinic_acid,Coumaric_acid,Phenolic_acid,Phenolic_acid,0.74,0.02,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
996,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Rosmarinic_acid,Rosmarinic_acid,Polyphenol,Polyphenol,1.76,0.04,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
997,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Ferulic_acid_dihexoside,Ferulic_acid,Phenolic_acid,Phenolic_acid,1.28,0.04,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
998,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Isorhamnetin_7O_rha,Isorhamnetin_Gly,Flavonol,Flavonoid,1.96,0.04,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
999,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Rutin,Quercetin_Gly,Flavonol,Flavonoid,3.62,0.05,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1000,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Isoquercitrin,Isoquercitrin,Flavonol,Flavonoid,4.71,0.02,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1001,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Quercetin_3O_GlcA,Quercetin_Gly,Flavonol,Flavonoid,5.36,0.03,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1002,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Cynaroside,Cynaroside,Flavone,Flavonoid,2.81,0.04,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1003,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Quercetin_3O_Mal_Glc,Quercetin_Gly,Flavonol,Flavonoid,4.26,0.09,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1004,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Kaempferol_3O_Rut,Kaempferol_Gly,Flavonol,Flavonoid,3.93,0.06,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1005,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Kaempferol_3O_sophoroside,Kaempferol_Gly,Flavonol,Flavonoid,3.24,0.04,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1006,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Astragalin,Kaempferol_Gly,Flavonol,Flavonoid,2.74,0.02,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1007,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Isorhamnetin_3caffeoyl_7Rha,Isorhamnetin_Gly,Flavonol,Flavonoid,2.14,0.02,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1008,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Quercetin_3_sinapolysophoroside_7_Glc,Quercetin_Gly,Flavonol,Flavonoid,2.63,0.04,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1009,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Ononin,Ononin,Isoflavonoid,Phytoestrogen,5.03,0.03,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1010,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,4.29,0.06,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1011,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,2.15,0.05,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1012,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,3.64,0.06,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1013,Ahmad_et_al.2020,Journal_article,Trifolium_repens,Unknown,Total_phenolic_content,Total_phenolic_content,Polyphenol,Polyphenol,73.7,,mg.gDM,aerial,aerial,LC_DAD,vegetative,Pakistan,Unknown,,,,,
1014,Lopez_Andres_et_al.2014,Journal_article,Lolium_perenne,Unknown,Kaempferol_3O_Glc_Rha_Gala,Kaempferol_Gly,Flavonol,Flavonoid,,,,aerial,aerial,LCMS,summer,Italy,Unknown,,,,,
1015,Lopez_Andres_et_al.2014,Journal_article,Lolium_perenne,Unknown,Kaempferol_xyl_Rha,Kaempferol_Gly,Flavonol,Flavonoid,,,,aerial,aerial,LCMS,summer,Italy,Unknown,,,,,
1016,Lopez_Andres_et_al.2014,Journal_article,Lolium_perenne,Unknown,Rutin,Quercetin_Gly,Flavonol,Flavonoid,,,,aerial,aerial,LCMS,summer,Italy,Unknown,,,,,
1017,Lopez_Andres_et_al.2014,Journal_article,Lolium_perenne,Unknown,Kaempferol_3O_Rut,Kaempferol_Gly,Flavonol,Flavonoid,,,,aerial,aerial,LCMS,summer,Italy,Unknown,,,,,
1018,Lopez_Andres_et_al.2014,Journal_article,Lolium_perenne,Unknown,Kaempferol_3O_ace_Glc,Kaempferol_Gly,Flavonol,Flavonoid,,,,aerial,aerial,LCMS,summer,Italy,Unknown,,,,,
1019,Lopez_Andres_et_al.2014,Journal_article,Lolium_perenne,Unknown,Kaempferol,Kaempferol,Flavonol,Flavonoid,,,,aerial,aerial,LCMS,summer,Italy,Unknown,,,,,
1020,Qawasmeh_et_al.2012,Journal_article,Lolium_perenne,Samson,5_O_Caffeoylquinic_acid,Caffeoylquinic_acid,Polyphenol,Polyphenol,,,,aerial,aerial,HPLC_DAD,vegetative,New_Zealand,Unknown,,,,"endophyte a combination of WT, AR1 and AR37 as data not quantitative and differences were not qualatatively different. AR1 did have greatest content of phenol, PA, and flavonoids",
1021,Qawasmeh_et_al.2012,Journal_article,Lolium_perenne,Samson,Chlorogenic_acid,Chlorogenic_acid,Polyphenol,Polyphenol,,,,aerial,aerial,HPLC_DAD,vegetative,New_Zealand,Unknown,,,,,
1022,Qawasmeh_et_al.2012,Journal_article,Lolium_perenne,Samson,4_caffeoylquinic_acid,Caffeoylquinic_acid,Polyphenol,Polyphenol,,,,aerial,aerial,HPLC_DAD,vegetative,New_Zealand,Unknown,,,,,
1023,Qawasmeh_et_al.2012,Journal_article,Lolium_perenne,Samson,luteolin_triglycoside,Luteolin_Gly,Flavone,Flavonoid,,,,aerial,aerial,HPLC_DAD,vegetative,New_Zealand,Unknown,,,,,
1024,Qawasmeh_et_al.2012,Journal_article,Lolium_perenne,Samson,isorhamnetin_triglycoside,Isorhamnetin_Gly,Flavonol,Flavonoid,,,,aerial,aerial,HPLC_DAD,vegetative,New_Zealand,Unknown,,,,,
1025,Qawasmeh_et_al.2012,Journal_article,Lolium_perenne,Samson,flavonoid_diglycoside,flavonoid_derivative,Flavonoid,Flavonoid,,,,aerial,aerial,HPLC_DAD,vegetative,New_Zealand,Unknown,,,,,
1026,Qawasmeh_et_al.2012,Journal_article,Lolium_perenne,Samson,flavonoid_triglycoside,flavonoid_derivative,Flavonoid,Flavonoid,,,,aerial,aerial,HPLC_DAD,vegetative,New_Zealand,Unknown,,,,,
1027,Qawasmeh_et_al.2012,Journal_article,Lolium_perenne,Samson,flavonoid_derivative,flavonoid_derivative,Flavonoid,Flavonoid,,,,aerial,aerial,HPLC_DAD,vegetative,New_Zealand,Unknown,,,,,
1028,Qawasmeh_et_al.2012,Journal_article,Lolium_perenne,Samson,Ferulic_acid,Ferulic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC_DAD,vegetative,New_Zealand,Unknown,,,,,
1029,Qawasmeh_et_al.2012,Journal_article,Lolium_perenne,Samson,Rutin,Quercetin_Gly,Flavonol,Flavonoid,,,,aerial,aerial,HPLC_DAD,vegetative,New_Zealand,Unknown,,,,,
1030,Qawasmeh_et_al.2012,Journal_article,Lolium_perenne,Samson,Flavonoid_dihexoside,flavonoid_derivative,Flavonoid,Flavonoid,,,,aerial,aerial,HPLC_DAD,vegetative,New_Zealand,Unknown,,,,,
1031,Qawasmeh_et_al.2012,Journal_article,Lolium_perenne,Samson,Astragalin,Kaempferol_Gly,Flavonol,Flavonoid,,,,aerial,aerial,HPLC_DAD,vegetative,New_Zealand,Unknown,,,,,
1032,Qawasmeh_et_al.2012,Journal_article,Lolium_perenne,Samson,diferulic_acid,Ferulic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC_DAD,vegetative,New_Zealand,Unknown,,,,,
1033,Salminen_&_Grewal.2002,Journal_article,Festuca_arundinacea,Unknown,Chanoclavine,Chanoclavine,Alkaloid,Alkaloid,<1,,ng.gDM,aerial,aerial,LCMS,vegetative,Ohio,1999,,,,,
1034,Salminen_&_Grewal.2002,Journal_article,Festuca_arundinacea,Unknown,Ergonovine,Ergonovine,Alkaloid,Alkaloid,71-490,,ng.gDM,aerial,aerial,LCMS,vegetative,Ohio,1999,,,,,
1035,Salminen_&_Grewal.2002,Journal_article,Festuca_arundinacea,Unknown,Ergovaline,Ergovaline,Alkaloid,Alkaloid,10-140,,ng.gDM,aerial,aerial,LCMS,vegetative,Ohio,1999,,,,,
1036,Salminen_&_Grewal.2002,Journal_article,Festuca_arundinacea,Unknown,Ergocryptine+E1039,Ergocryptine,Alkaloid,Alkaloid,,,ng.gDM,aerial,aerial,LCMS,vegetative,Ohio,1999,,,,,
1037,Salminen_&_Grewal.2002,Journal_article,Festuca_arundinacea,Unknown,Ergocristine,Ergocristine,Alkaloid,Alkaloid,84-312,,ng.gDM,aerial,aerial,LCMS,vegetative,Ohio,1999,,,,,
1038,Salminen_&_Grewal.2002,Journal_article,Lolium_perenne,Unknown,Ergocristine,Ergocristine,Alkaloid,Alkaloid,64-204,,ng.gDM,aerial,aerial,LCMS,vegetative,Ohio,1999,,,,,
1039,Cao_et_al.2013,Journal_article,Lolium_perenne,21_cultivars,Quercetin,Quercetin,Flavonol,Flavonoid,,,,aerial,aerial,LCMS,Winter,New_Zealand,2012,,,,,
1040,Cao_et_al.2013,Journal_article,Lolium_perenne,21_cultivars,Isorhamnetin,Isorhamnetin,Flavonol,Flavonoid,,,,aerial,aerial,LCMS,Winter,New_Zealand,2012,,,,,
1041,Cao_et_al.2013,Journal_article,Lolium_perenne,21_cultivars,Kaempferol,Kaempferol,Flavonol,Flavonoid,,,,aerial,aerial,LCMS,Winter,New_Zealand,2012,,,,,
1042,Cao_et_al.2013,Journal_article,Lolium_perenne,21_cultivars,Thesinine_Rha,Thesinine_Gly,Alkaloid,Alkaloid,,,,aerial,aerial,LCMS,Winter,New_Zealand,2012,,,,,
1043,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Total_phenolic_content,Total_phenolic_content,Polyphenol,Polyphenol,0.64,0.07,mgGAE.gFW,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,3,,
1044,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,0.12,0.01,mgQE.gFW,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1045,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Total_tannin_content,Total_tannin_content,Polyphenol,Polyphenol,0.86,0.01,mgCE.gFW,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1046,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Cinnamoyl_glucose,Cinnamic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1047,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,3_Caffeoylquinic_acid,Caffeoylquinic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1048,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Ferulic_acid_4O_Glc,Ferulic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1049,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,1_2Disnapolygentiobiose,Disnapolygentiobiose,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1050,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,p_hydroxybenzoic_acid,Hydroxybenzoic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1051,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,3_Hydroxyphenylpropionic_acid,Hydroxypropionic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1052,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Isoluteolin,Isoluteolin,Flavone,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1053,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,3_4_7_Trihydroxyisoflavone,Hydroxyisoflavone,Isoflavonoid,Phytoestrogen,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1054,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Puerarin,Puerarin,Flavonoid,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1055,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Isorhamnetin,Isorhamnetin,Flavonol,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1056,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,3_Methoxysinensetin,Methoxysinensetin,Flavonoid,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1057,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Kaempferol_3_7_4O_tri_Glc,Kaempferol_Gly,Flavonol,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1058,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Patuletin_3O_2fer_Glc,Patuletin_Gly,Flavonoid,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1059,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Luteolin_7O_GlcA,Luteolin_Gly,Flavone,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1060,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Apigenin_6_8diC_Glc,Apigenin_Gly,Flavone,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1061,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Apigenin_7O_6Mal_Glc,Apigenin_Gly,Flavone,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1062,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Neoeriocitrin,Neoeriocitrin,Flavanone,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1063,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Delphinidin_3O_6ace_Gal,Delphinidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1064,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Pelargonidin_3O_rutinoside,Pelargonidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1065,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Malvidin_3_5Odi_Glc,Malvidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1066,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,Cyanidin_3O_diGlc_5O_Glc,Cyanidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1067,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,2_3_diHydroxy_1guaiacylpropanone,Hydroxy_guaiacylpropanone,Polyphenol,Polyphenol,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1068,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,3_Methoxyacetophenone,Methoxyacetophenone,Polyphenol,Polyphenol,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1069,Iqbal_et_al.2022,Journal_article,Plantago_lanceolata,Tonic,p_Anisaldehyde,Anisaldehyde,Polyphenol,Polyphenol,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1070,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Total_phenolic_content,Total_phenolic_content,Polyphenol,Polyphenol,1.81,0.16,mgGAE.gFW,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1071,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,0.1,0.01,mgQE.gFW,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1072,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Total_tannin_content,Total_tannin_content,Polyphenol,Polyphenol,1.17,0.05,mgCE.gFW,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1073,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Isoluteolin,Isoluteolin,Flavone,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1074,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,p-Pentahydroxyisoflavone,Hydroxyisoflavone,Isoflavonoid,Phytoestrogen,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1075,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,3_4_7_Trihydroxyisoflavone,Hydroxyisoflavone,Isoflavonoid,Phytoestrogen,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1076,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Pseudobaptigenin,Pseudobaptigenin,Flavonoid,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1077,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Dalbergin,Dalbergin,Flavonoid,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1078,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Isorhamnetin,Isorhamnetin,Flavonol,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1079,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,3_Methoxysinensetin,Methoxysinensetin,Flavonoid,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1080,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Quercetin_3O_Glc_Xyl,Quercetin_Gly,Flavonol,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1081,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Catechin_Gallate,Catechin_derivative,Flavanol,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1082,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Cyanidin,Cyanidin,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1083,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Gallocatechin_Gallate,Gallocatechin_derivative,Flavanol,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1084,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Cyanidin_3O_xyl,Cyanidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1085,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Delphinidin_3O_sambubioside,Delphinidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1086,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Delphinidin_3O_6pcoumaroyl_Glc,Delphinidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1087,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Delphinidin_3O_fer_Glc,Delphinidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1088,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Sesaminol_2_O_Tri_Glc,Sesaminol_Gly,Lignan,Polyphenol,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1089,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Pinosylvin,Pinosylvin,Stilbene,Polyphenol,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1090,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,d-viniferin,Viniferin,Stilbene,Polyphenol,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1091,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Demethoxycurcumin,Demethoxycurcumin,Polyphenol,Polyphenol,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1092,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Arbutin,Arbutin,Polyphenol,Polyphenol,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1093,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Salvianolic_acid,Salvianolic_acid,Polyphenol,Polyphenol,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1094,Iqbal_et_al.2022,Journal_article,Trifolium_repens,Mink,Pyrogallol,Pyrogallol,Polyphenol,Polyphenol,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1095,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Total_phenolic_content,Total_phenolic_content,Polyphenol,Polyphenol,0.68,0.07,mgGAE.gFW,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1096,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,0.01,0.01,mgQE.gFW,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1097,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Total_tannin_content,Total_tannin_content,Polyphenol,Polyphenol,2.11,0.06,mgCE.gFW,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1098,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Sinapic_acid,Sinapic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1099,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Isoluteolin,Isoluteolin,Flavone,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1100,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,DihydrobiochaninA,BiochaninA,Isoflavonoid,Phytoestrogen,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1101,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Glycitin,Glycitin,Isoflavonoid,Phytoestrogen,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1102,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,6O_Acetylglycitin,Glycitein,Isoflavonoid,Phytoestrogen,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1103,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Luteolin_7O_di_GlcA,Luteolin_Gly,Flavone,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1104,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,6_Geranylnaringenin,Geranylnaringenin,Flavone,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1105,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Epigallocatechin_GlcA,Epigallocatechin_Gly,Flavanol,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1106,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Prodelphinidin_dimer,Prodelphinidin_dimer,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1107,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Delphinidin_3O_6pcoumaroyl_Glc,Delphinidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1108,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Petunidin_3O_6pcoumaroyl_Glc,Petunidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1109,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Delphinidin_3O_fer_Glc,Delphinidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
